mean,svm_gaussian__C,pca__n_components,svm_gaussian__gamma
0.75652173913043474,4,6,2
0.67391304347826086,4,6,4
0.59565217391304348,4,6,8
0.59999999999999998,4,6,16
0.59999999999999998,4,6,32
0.59999999999999998,4,6,64
0.59999999999999998,4,6,128
0.59999999999999998,4,6,256
0.59999999999999998,4,6,512
0.64347826086956517,8,6,0.001953125
0.68695652173913047,8,6,0.00390625
0.79565217391304344,8,6,0.0078125
0.81739130434782614,8,6,0.015625
0.84782608695652173,8,6,0.03125
0.86086956521739133,8,6,0.0625
0.86956521739130432,8,6,0.125
0.86956521739130432,8,6,0.25
0.86956521739130432,8,6,0.5
0.82173913043478264,8,6,1
0.76086956521739135,8,6,2
0.67391304347826086,8,6,4
0.59565217391304348,8,6,8
0.59999999999999998,8,6,16
0.59999999999999998,8,6,32
0.59999999999999998,8,6,64
0.59999999999999998,8,6,128
0.59999999999999998,8,6,256
0.59999999999999998,8,6,512
0.65652173913043477,16,6,0.001953125
0.72173913043478266,16,6,0.00390625
0.81304347826086953,16,6,0.0078125
0.83913043478260874,16,6,0.015625
0.84782608695652173,16,6,0.03125
0.86956521739130432,16,6,0.0625
0.89565217391304353,16,6,0.125
0.85217391304347823,16,6,0.25
0.84782608695652173,16,6,0.5
0.82173913043478264,16,6,1
0.76521739130434785,16,6,2
0.67391304347826086,16,6,4
0.59565217391304348,16,6,8
0.59999999999999998,16,6,16
0.59999999999999998,16,6,32
0.59999999999999998,16,6,64
0.59999999999999998,16,6,128
0.59999999999999998,16,6,256
0.59999999999999998,16,6,512
0.68260869565217386,32,6,0.001953125
0.80434782608695654,32,6,0.00390625
0.81304347826086953,32,6,0.0078125
0.84782608695652173,32,6,0.015625
0.84347826086956523,32,6,0.03125
0.87391304347826082,32,6,0.0625
0.87391304347826082,32,6,0.125
0.85217391304347823,32,6,0.25
0.85217391304347823,32,6,0.5
0.81739130434782614,32,6,1
0.76521739130434785,32,6,2
0.67391304347826086,32,6,4
0.59565217391304348,32,6,8
0.59999999999999998,32,6,16
0.59999999999999998,32,6,32
0.59999999999999998,32,6,64
0.59999999999999998,32,6,128
0.59999999999999998,32,6,256
0.59999999999999998,32,6,512
0.72173913043478266,64,6,0.001953125
0.81304347826086953,64,6,0.00390625
0.83478260869565213,64,6,0.0078125
0.83913043478260874,64,6,0.015625
0.85217391304347823,64,6,0.03125
0.86956521739130432,64,6,0.0625
0.86086956521739133,64,6,0.125
0.83478260869565213,64,6,0.25
0.83913043478260874,64,6,0.5
0.80869565217391304,64,6,1
0.76521739130434785,64,6,2
0.67391304347826086,64,6,4
0.59565217391304348,64,6,8
0.59999999999999998,64,6,16
0.59999999999999998,64,6,32
0.59999999999999998,64,6,64
0.59999999999999998,64,6,128
0.59999999999999998,64,6,256
0.59999999999999998,64,6,512
0.80434782608695654,128,6,0.001953125
0.81304347826086953,128,6,0.00390625
0.84782608695652173,128,6,0.0078125
0.84347826086956523,128,6,0.015625
0.86521739130434783,128,6,0.03125
0.88260869565217392,128,6,0.0625
0.84347826086956523,128,6,0.125
0.83913043478260874,128,6,0.25
0.82608695652173914,128,6,0.5
0.80869565217391304,128,6,1
0.76521739130434785,128,6,2
0.67391304347826086,128,6,4
0.59565217391304348,128,6,8
0.59999999999999998,128,6,16
0.59999999999999998,128,6,32
0.59999999999999998,128,6,64
0.59999999999999998,128,6,128
0.59999999999999998,128,6,256
0.59999999999999998,128,6,512
0.80869565217391304,256,6,0.001953125
0.83913043478260874,256,6,0.00390625
0.83913043478260874,256,6,0.0078125
0.84782608695652173,256,6,0.015625
0.86956521739130432,256,6,0.03125
0.86956521739130432,256,6,0.0625
0.84347826086956523,256,6,0.125
0.84782608695652173,256,6,0.25
0.82608695652173914,256,6,0.5
0.80869565217391304,256,6,1
0.76521739130434785,256,6,2
0.67391304347826086,256,6,4
0.59565217391304348,256,6,8
0.59999999999999998,256,6,16
0.59999999999999998,256,6,32
0.59999999999999998,256,6,64
0.59999999999999998,256,6,128
0.59999999999999998,256,6,256
0.59999999999999998,256,6,512
0.81304347826086953,512,6,0.001953125
0.84782608695652173,512,6,0.00390625
0.83478260869565213,512,6,0.0078125
0.85652173913043483,512,6,0.015625
0.86521739130434783,512,6,0.03125
0.85652173913043483,512,6,0.0625
0.85217391304347823,512,6,0.125
0.85217391304347823,512,6,0.25
0.82608695652173914,512,6,0.5
0.80869565217391304,512,6,1
0.76521739130434785,512,6,2
0.67391304347826086,512,6,4
0.59565217391304348,512,6,8
0.59999999999999998,512,6,16
0.59999999999999998,512,6,32
0.59999999999999998,512,6,64
0.59999999999999998,512,6,128
0.59999999999999998,512,6,256
0.59999999999999998,512,6,512
0.56521739130434778,0.001953125,12,0.001953125
0.56521739130434778,0.001953125,12,0.00390625
0.56521739130434778,0.001953125,12,0.0078125
0.56521739130434778,0.001953125,12,0.015625
0.56521739130434778,0.001953125,12,0.03125
0.56521739130434778,0.001953125,12,0.0625
0.56521739130434778,0.001953125,12,0.125
0.56521739130434778,0.001953125,12,0.25
0.56521739130434778,0.001953125,12,0.5
0.56521739130434778,0.001953125,12,1
0.55652173913043479,0.001953125,12,2
0.56086956521739129,0.001953125,12,4
0.56521739130434778,0.001953125,12,8
0.56521739130434778,0.001953125,12,16
0.56521739130434778,0.001953125,12,32
0.56521739130434778,0.001953125,12,64
0.56521739130434778,0.001953125,12,128
0.56521739130434778,0.001953125,12,256
0.56521739130434778,0.001953125,12,512
0.56521739130434778,0.00390625,12,0.001953125
0.56521739130434778,0.00390625,12,0.00390625
0.56521739130434778,0.00390625,12,0.0078125
0.56521739130434778,0.00390625,12,0.015625
0.56521739130434778,0.00390625,12,0.03125
0.56521739130434778,0.00390625,12,0.0625
0.56521739130434778,0.00390625,12,0.125
0.56521739130434778,0.00390625,12,0.25
0.56521739130434778,0.00390625,12,0.5
0.56521739130434778,0.00390625,12,1
0.55652173913043479,0.00390625,12,2
0.56086956521739129,0.00390625,12,4
0.56521739130434778,0.00390625,12,8
0.56521739130434778,0.00390625,12,16
0.56521739130434778,0.00390625,12,32
0.56521739130434778,0.00390625,12,64
0.56521739130434778,0.00390625,12,128
0.56521739130434778,0.00390625,12,256
0.56521739130434778,0.00390625,12,512
0.56521739130434778,0.0078125,12,0.001953125
0.56521739130434778,0.0078125,12,0.00390625
0.56521739130434778,0.0078125,12,0.0078125
0.56521739130434778,0.0078125,12,0.015625
0.56521739130434778,0.0078125,12,0.03125
0.56521739130434778,0.0078125,12,0.0625
0.56521739130434778,0.0078125,12,0.125
0.56521739130434778,0.0078125,12,0.25
0.56521739130434778,0.0078125,12,0.5
0.56521739130434778,0.0078125,12,1
0.55652173913043479,0.0078125,12,2
0.56086956521739129,0.0078125,12,4
0.56521739130434778,0.0078125,12,8
0.56521739130434778,0.0078125,12,16
0.56521739130434778,0.0078125,12,32
0.56521739130434778,0.0078125,12,64
0.56521739130434778,0.0078125,12,128
0.56521739130434778,0.0078125,12,256
0.56521739130434778,0.0078125,12,512
0.56521739130434778,0.015625,12,0.001953125
0.56521739130434778,0.015625,12,0.00390625
0.56521739130434778,0.015625,12,0.0078125
0.56521739130434778,0.015625,12,0.015625
0.56521739130434778,0.015625,12,0.03125
0.56521739130434778,0.015625,12,0.0625
0.56521739130434778,0.015625,12,0.125
0.56521739130434778,0.015625,12,0.25
0.56521739130434778,0.015625,12,0.5
0.56521739130434778,0.015625,12,1
0.55652173913043479,0.015625,12,2
0.56086956521739129,0.015625,12,4
0.56521739130434778,0.015625,12,8
0.56521739130434778,0.015625,12,16
0.56521739130434778,0.015625,12,32
0.56521739130434778,0.015625,12,64
0.56521739130434778,0.015625,12,128
0.56521739130434778,0.015625,12,256
0.56521739130434778,0.015625,12,512
0.56521739130434778,0.03125,12,0.001953125
0.56521739130434778,0.03125,12,0.00390625
0.56521739130434778,0.03125,12,0.0078125
0.56521739130434778,0.03125,12,0.015625
0.56521739130434778,0.03125,12,0.03125
0.56521739130434778,0.03125,12,0.0625
0.56956521739130439,0.03125,12,0.125
0.56521739130434778,0.03125,12,0.25
0.56521739130434778,0.03125,12,0.5
0.54782608695652169,0.03125,12,1
0.55652173913043479,0.03125,12,2
0.56086956521739129,0.03125,12,4
0.56521739130434778,0.03125,12,8
0.56521739130434778,0.03125,12,16
0.56521739130434778,0.03125,12,32
0.56521739130434778,0.03125,12,64
0.56521739130434778,0.03125,12,128
0.56521739130434778,0.03125,12,256
0.56521739130434778,0.03125,12,512
0.56521739130434778,0.0625,12,0.001953125
0.56521739130434778,0.0625,12,0.00390625
0.56521739130434778,0.0625,12,0.0078125
0.56521739130434778,0.0625,12,0.015625
0.63043478260869568,0.0625,12,0.03125
0.72608695652173916,0.0625,12,0.0625
0.70434782608695656,0.0625,12,0.125
0.69565217391304346,0.0625,12,0.25
0.59130434782608698,0.0625,12,0.5
0.54782608695652169,0.0625,12,1
0.55652173913043479,0.0625,12,2
0.56086956521739129,0.0625,12,4
0.56521739130434778,0.0625,12,8
0.56521739130434778,0.0625,12,16
0.56521739130434778,0.0625,12,32
0.56521739130434778,0.0625,12,64
0.56521739130434778,0.0625,12,128
0.56521739130434778,0.0625,12,256
0.56521739130434778,0.0625,12,512
0.56521739130434778,0.125,12,0.001953125
0.56521739130434778,0.125,12,0.00390625
0.57391304347826089,0.125,12,0.0078125
0.71304347826086956,0.125,12,0.015625
0.76521739130434785,0.125,12,0.03125
0.75652173913043474,0.125,12,0.0625
0.75217391304347825,0.125,12,0.125
0.68260869565217386,0.125,12,0.25
0.61739130434782608,0.125,12,0.5
0.53913043478260869,0.125,12,1
0.55652173913043479,0.125,12,2
0.56086956521739129,0.125,12,4
0.56521739130434778,0.125,12,8
0.56521739130434778,0.125,12,16
0.56521739130434778,0.125,12,32
0.56521739130434778,0.125,12,64
0.56521739130434778,0.125,12,128
0.56521739130434778,0.125,12,256
0.56521739130434778,0.125,12,512
0.56521739130434778,0.25,12,0.001953125
0.57391304347826089,0.25,12,0.00390625
0.69999999999999996,0.25,12,0.0078125
0.73478260869565215,0.25,12,0.015625
0.80000000000000004,0.25,12,0.03125
0.82608695652173914,0.25,12,0.0625
0.80000000000000004,0.25,12,0.125
0.73478260869565215,0.25,12,0.25
0.67391304347826086,0.25,12,0.5
0.55217391304347829,0.25,12,1
0.55652173913043479,0.25,12,2
0.56086956521739129,0.25,12,4
0.56521739130434778,0.25,12,8
0.56521739130434778,0.25,12,16
0.56521739130434778,0.25,12,32
0.56521739130434778,0.25,12,64
0.56521739130434778,0.25,12,128
0.56521739130434778,0.25,12,256
0.56521739130434778,0.25,12,512
0.58260869565217388,0.5,12,0.001953125
0.69999999999999996,0.5,12,0.00390625
0.72608695652173916,0.5,12,0.0078125
0.78260869565217395,0.5,12,0.015625
0.82173913043478264,0.5,12,0.03125
0.85652173913043483,0.5,12,0.0625
0.89130434782608692,0.5,12,0.125
0.78695652173913044,0.5,12,0.25
0.71739130434782605,0.5,12,0.5
0.64782608695652177,0.5,12,1
0.5304347826086957,0.5,12,2
0.56086956521739129,0.5,12,4
0.56521739130434778,0.5,12,8
0.56521739130434778,0.5,12,16
0.56521739130434778,0.5,12,32
0.56521739130434778,0.5,12,64
0.56521739130434778,0.5,12,128
0.56521739130434778,0.5,12,256
0.56521739130434778,0.5,12,512
0.69130434782608696,1,12,0.001953125
0.73043478260869565,1,12,0.00390625
0.76086956521739135,1,12,0.0078125
0.79565217391304344,1,12,0.015625
0.84347826086956523,1,12,0.03125
0.90000000000000002,1,12,0.0625
0.91739130434782612,1,12,0.125
0.89565217391304353,1,12,0.25
0.79565217391304344,1,12,0.5
0.74347826086956526,1,12,1
0.59999999999999998,1,12,2
0.59999999999999998,1,12,4
0.59999999999999998,1,12,8
0.59999999999999998,1,12,16
0.59999999999999998,1,12,32
0.59999999999999998,1,12,64
0.59999999999999998,1,12,128
0.59999999999999998,1,12,256
0.59999999999999998,1,12,512
0.69999999999999996,2,12,0.001953125
0.73913043478260865,2,12,0.00390625
0.76956521739130435,2,12,0.0078125
0.82608695652173914,2,12,0.015625
0.87826086956521743,2,12,0.03125
0.90434782608695652,2,12,0.0625
0.91739130434782612,2,12,0.125
0.92173913043478262,2,12,0.25
0.83913043478260874,2,12,0.5
0.78695652173913044,2,12,1
0.59999999999999998,2,12,2
0.59999999999999998,2,12,4
0.59999999999999998,2,12,8
0.59999999999999998,2,12,16
0.59999999999999998,2,12,32
0.59999999999999998,2,12,64
0.59999999999999998,2,12,128
0.59999999999999998,2,12,256
0.59999999999999998,2,12,512
0.71739130434782605,4,12,0.001953125
0.72608695652173916,4,12,0.00390625
0.80434782608695654,4,12,0.0078125
0.86521739130434783,4,12,0.015625
0.89565217391304353,4,12,0.03125
0.90869565217391302,4,12,0.0625
0.91304347826086951,4,12,0.125
0.91739130434782612,4,12,0.25
0.83913043478260874,4,12,0.5
0.78695652173913044,4,12,1
0.59999999999999998,4,12,2
0.59999999999999998,4,12,4
0.59999999999999998,4,12,8
0.59999999999999998,4,12,16
0.59999999999999998,4,12,32
0.59999999999999998,4,12,64
0.59999999999999998,4,12,128
0.59999999999999998,4,12,256
0.59999999999999998,4,12,512
0.73043478260869565,8,12,0.001953125
0.76956521739130435,8,12,0.00390625
0.81739130434782614,8,12,0.0078125
0.87391304347826082,8,12,0.015625
0.90434782608695652,8,12,0.03125
0.90869565217391302,8,12,0.0625
0.90434782608695652,8,12,0.125
0.91739130434782612,8,12,0.25
0.83913043478260874,8,12,0.5
0.78695652173913044,8,12,1
0.59999999999999998,8,12,2
0.59999999999999998,8,12,4
0.59999999999999998,8,12,8
0.59999999999999998,8,12,16
0.59999999999999998,8,12,32
0.59999999999999998,8,12,64
0.59999999999999998,8,12,128
0.59999999999999998,8,12,256
0.59999999999999998,8,12,512
0.74347826086956526,16,12,0.001953125
0.81304347826086953,16,12,0.00390625
0.87826086956521743,16,12,0.0078125
0.89130434782608692,16,12,0.015625
0.90434782608695652,16,12,0.03125
0.90434782608695652,16,12,0.0625
0.90434782608695652,16,12,0.125
0.91739130434782612,16,12,0.25
0.83913043478260874,16,12,0.5
0.78695652173913044,16,12,1
0.59999999999999998,16,12,2
0.59999999999999998,16,12,4
0.59999999999999998,16,12,8
0.59999999999999998,16,12,16
0.59999999999999998,16,12,32
0.59999999999999998,16,12,64
0.59999999999999998,16,12,128
0.59999999999999998,16,12,256
0.59999999999999998,16,12,512
0.76956521739130435,32,12,0.001953125
0.83043478260869563,32,12,0.00390625
0.87391304347826082,32,12,0.0078125
0.90869565217391302,32,12,0.015625
0.90869565217391302,32,12,0.03125
0.90434782608695652,32,12,0.0625
0.90434782608695652,32,12,0.125
0.91739130434782612,32,12,0.25
0.83913043478260874,32,12,0.5
0.78695652173913044,32,12,1
0.59999999999999998,32,12,2
0.59999999999999998,32,12,4
0.59999999999999998,32,12,8
0.59999999999999998,32,12,16
0.59999999999999998,32,12,32
0.59999999999999998,32,12,64
0.59999999999999998,32,12,128
0.59999999999999998,32,12,256
0.59999999999999998,32,12,512
0.82173913043478264,64,12,0.001953125
0.87391304347826082,64,12,0.00390625
0.90434782608695652,64,12,0.0078125
0.89565217391304353,64,12,0.015625
0.90434782608695652,64,12,0.03125
0.89130434782608692,64,12,0.0625
0.90434782608695652,64,12,0.125
0.91739130434782612,64,12,0.25
0.83913043478260874,64,12,0.5
0.78695652173913044,64,12,1
0.59999999999999998,64,12,2
0.59999999999999998,64,12,4
0.59999999999999998,64,12,8
0.59999999999999998,64,12,16
0.59999999999999998,64,12,32
0.59999999999999998,64,12,64
0.59999999999999998,64,12,128
0.59999999999999998,64,12,256
0.59999999999999998,64,12,512
0.83478260869565213,128,12,0.001953125
0.88695652173913042,128,12,0.00390625
0.90434782608695652,128,12,0.0078125
0.90434782608695652,128,12,0.015625
0.88695652173913042,128,12,0.03125
0.88695652173913042,128,12,0.0625
0.90434782608695652,128,12,0.125
0.91739130434782612,128,12,0.25
0.83913043478260874,128,12,0.5
0.78695652173913044,128,12,1
0.59999999999999998,128,12,2
0.59999999999999998,128,12,4
0.59999999999999998,128,12,8
0.59999999999999998,128,12,16
0.59999999999999998,128,12,32
0.59999999999999998,128,12,64
0.59999999999999998,128,12,128
0.59999999999999998,128,12,256
0.59999999999999998,128,12,512
0.87391304347826082,256,12,0.001953125
0.89565217391304353,256,12,0.00390625
0.90000000000000002,256,12,0.0078125
0.90000000000000002,256,12,0.015625
0.88260869565217392,256,12,0.03125
0.88695652173913042,256,12,0.0625
0.90434782608695652,256,12,0.125
0.91739130434782612,256,12,0.25
0.83913043478260874,256,12,0.5
0.78695652173913044,256,12,1
0.59999999999999998,256,12,2
0.59999999999999998,256,12,4
0.59999999999999998,256,12,8
0.59999999999999998,256,12,16
0.59999999999999998,256,12,32
0.59999999999999998,256,12,64
0.59999999999999998,256,12,128
0.59999999999999998,256,12,256
0.59999999999999998,256,12,512
0.88695652173913042,512,12,0.001953125
0.90000000000000002,512,12,0.00390625
0.90869565217391302,512,12,0.0078125
0.88260869565217392,512,12,0.015625
0.88260869565217392,512,12,0.03125
0.88695652173913042,512,12,0.0625
0.90434782608695652,512,12,0.125
0.91739130434782612,512,12,0.25
0.83913043478260874,512,12,0.5
0.78695652173913044,512,12,1
0.59999999999999998,512,12,2
0.59999999999999998,512,12,4
0.59999999999999998,512,12,8
0.59999999999999998,512,12,16
0.59999999999999998,512,12,32
0.59999999999999998,512,12,64
0.59999999999999998,512,12,128
0.59999999999999998,512,12,256
0.59999999999999998,512,12,512
0.56521739130434778,0.001953125,22,0.001953125
0.56521739130434778,0.001953125,22,0.00390625
0.56521739130434778,0.001953125,22,0.0078125
0.56521739130434778,0.001953125,22,0.015625
0.56521739130434778,0.001953125,22,0.03125
0.56521739130434778,0.001953125,22,0.0625
0.56521739130434778,0.001953125,22,0.125
0.56521739130434778,0.001953125,22,0.25
0.56521739130434778,0.001953125,22,0.5
0.57391304347826089,0.001953125,22,1
0.56521739130434778,0.001953125,22,2
0.56521739130434778,0.001953125,22,4
0.56521739130434778,0.001953125,22,8
0.56521739130434778,0.001953125,22,16
0.56521739130434778,0.001953125,22,32
0.56521739130434778,0.001953125,22,64
0.56521739130434778,0.001953125,22,128
0.56521739130434778,0.001953125,22,256
0.56521739130434778,0.001953125,22,512
0.56521739130434778,0.00390625,22,0.001953125
0.56521739130434778,0.00390625,22,0.00390625
0.56521739130434778,0.00390625,22,0.0078125
0.56521739130434778,0.00390625,22,0.015625
0.56521739130434778,0.00390625,22,0.03125
0.56521739130434778,0.00390625,22,0.0625
0.56521739130434778,0.00390625,22,0.125
0.56521739130434778,0.00390625,22,0.25
0.56086956521739129,0.00390625,22,0.5
0.57391304347826089,0.00390625,22,1
0.56521739130434778,0.00390625,22,2
0.56521739130434778,0.00390625,22,4
0.56521739130434778,0.00390625,22,8
0.56521739130434778,0.00390625,22,16
0.56521739130434778,0.00390625,22,32
0.56521739130434778,0.00390625,22,64
0.56521739130434778,0.00390625,22,128
0.56521739130434778,0.00390625,22,256
0.56521739130434778,0.00390625,22,512
0.56521739130434778,0.0078125,22,0.001953125
0.56521739130434778,0.0078125,22,0.00390625
0.56521739130434778,0.0078125,22,0.0078125
0.56521739130434778,0.0078125,22,0.015625
0.56521739130434778,0.0078125,22,0.03125
0.56521739130434778,0.0078125,22,0.0625
0.56521739130434778,0.0078125,22,0.125
0.56521739130434778,0.0078125,22,0.25
0.56086956521739129,0.0078125,22,0.5
0.57391304347826089,0.0078125,22,1
0.56521739130434778,0.0078125,22,2
0.56521739130434778,0.0078125,22,4
0.56521739130434778,0.0078125,22,8
